sku,marketplace_item_name_ar,marketplace_item_name_en,seller_item_name
176,سليبريكس 200 مجم 15 كبسولة,CELEBREX 200 MG 15 CAP,ماء غريب سمايل نابيكو
477,جستيكول 20 مجم 14 قرص,JUSTECHOL 20 MG 14 TAB,جستكول 20 مجم اقراص
874,اتاكاند 8 مجم 14 قرص,ATACAND 8 MG 14 TAB,اتاكاند 8مجم 14قرص س83 جديد
5,بلافيكس 75 مجم 28 قرص,PLAVIX 75 MG 28 TAB,بلافكس اقراص س.ج
1324,ديكلاك 150 مجم 20 قرص,DICLAC 150 MG 20 TAB,ديكلاك 150 قرص جديد
874,اتاكاند 8 مجم 14 قرص,ATACAND 8 MG 14 TAB,اتاكاند8مجم س ج%20
1666,فلاجيلات فورت 200 مجم / 5 مل شراب معلق 100 مل,FLAGELLAT FORTE 200 MG/5 ML SUSP. 100 ML,فلاجيلات فورت شراب /جديد
293,كارنيفيتا فورت 30 قرص,CARNIVITA FORTE 30 TAB,كارنيفيتا فورت اقراص 3 شريط
1316,ايراستابكس 40 مجم 30 قرص,ERASTAPEX 40 MG 30 TAB,ايرستابكس 40 مجم اقراص
1525,بيونال 30 كبسولة,BIONAL 30 CAP,بيونال ق جديد 97.5
333,نيتروماك ريتارد 2.5 مجم 60 كبسولة,NITROMAK RETARD 2.5MG 60 CAP,نيتروماك 2.5 ريتارد كبسول
1296,سيردالود 2 مجم 20 قرص,SIRDALUD 2 MG 20 TAB,سيردالود 2 مجم جدييييييييد
1385,روسيتور 20 مجم 14 قرص,ROSITOR 20 MG 14 TAB,روسيتور 20مجم س جديد
232,اوكتاترون 30 كبسول,OCTATRON 30 CAP,اوكتاترون كبسول س ج 84
4139,البندازول 400 مجم 6 قرص,ALBENDAZOLE 400 MG 6 TAB,البندازول اقراص/ سعر جديد
1356,الكابرايد 50 مجم 30 قرص,ALKAPRIDE SCORED 50 MG 30 TAB,الكابرايد 50 مجم 30 ق
733,تيبونينا فورت 40 مجم 20 قرص,TEBONINA FORT 40 MG 20 TAB,تيبونينا فورت اقراص(س.ج)0
1734,ابيكسيدون 3 مجم 30 قرص,APEXIDONE 3 MG 30 TAB,ابيكسيدون 3مجم اقراص س ج
1019,فلدين 20 مجم / مل 6 امبول عضل,FELDENE 20 MG/ML I.M 6 AMP.,فلدين 6 امبولة
965,ايفيبرونت شراب 100 مل,IVYPRONT SYRUP 120 ML,ايفيبرونت شراب 120مل س ج
1329,افيكسور اكس آر 75 مجم 14 كبسول,EFEXOR XR 75 MG 14 CAP,ايفوكسور 75 مجم اكس ار
2488,جاتيستار 0.5 % قطرة عين 5 مل,GATISTAR 0.5% EYE DROPS 5 ML,جاتيستار قطره س0ج
479,فيبراميسين 100 مجم 10 كبسولات,VIBRAMYCIN 100 MG 10 CAP,فيبراميسين 100مج 10كبسوله س.ج #
1383,فيرسيرك 16 مجم 30 قرص,VERSERC 16 MG 30 TAB,فيرسيرك 16 مجم 30 قرص جديد
338,افيل 45.5 مجم/2مل 6 امبول عضل,AVIL 45.5 MG/2 ML I.M. 6 AMP.,افيل امبول 6امبول سعر جديد
3832,اليير 5 مجم 20 قرص,ALLEAR 5 MG 20 TAB,اللير5مجم قرص س جديد
1979,كوليروز 5 مجم 14 قرص,CHOLEROSE 5 MG 14 TAB,كوليروز 5مجم 14 ق
2279,ماء غريب بامبينو شراب 120 مل,GRIPE WATER BAMBIN SYRUP 120 ML,ماء بامبينو شراب باكو 25
456,نانازوكسيد 500 مجم 18 قرص,NANAZOXID 500 MG 18 TAB,نانازوكسيد 500 مجم 18 قرص
1603,سبانيلا ام آر 35 مجم 30 قرص,SPANIELA MR 35 MG 30 TAB,SPANIELA MR 35 MG 30 TAB
565,نيزابيكس شامبو 80 مل,NIZAPEX 2% SHAMPOO 80 ML,نيزابكس شامبو س.ق
5,بلافيكس 75 مجم 28 قرص,PLAVIX 75 MG 28 TAB,بلافيكس 75مجم 28قرص سعر ج
1764,لى-فلوكس 750 مجم 7 قرص,LEE-FLOX 750 MG 7 TAB,لى فلوكس 750 مجم اقراص 101ج
708,فلورست ان 20 قرص,FLUREST -N 20 TAB,فلورست اقراص 12ج
1221,كارباميد ممفيس 10% كريم 30 جم,CARBAMIDE CREAM 30 GM,كارباميد كريم ممفيس/ج
3369,دينستين 30 كبسول,DENSITIN 30 CAP,دينيستين كبسول جدييييييييييد
330,باوريكتا 20 مجم 4 قرص,POWERECTA 20 MG 4 TAB,باوركتا اقراص
2799,سويتال 100 قرص,SWEETAL 100 SOLUBLE TAB,سويتال100 اقراص
30,كتافلام 50 مجم 20 قرص,CATAFLAM 50 MG 20 TAB,كتافلام 50 مجم اقراص سعر جديد ركز
1091,دوسباتالين ريتارد 200 مجم 30 كبسول,DUSPATALIN RETARD 200 MG 30 CAP,دوسباتلين 200 ريتارد مجم اقراص
169,اولفنت شراب 125 ملل,ALL-VENT SYRUP 125 ML,اولفينت شراب جديد
1367,انتيكوكس 15 مجم 30 قرص,ANTI-COX II 15 MG 30 TAB,انتى كوكس 15مجم اقراص جديييييد
1905,جاروبرايد 50 مجم 30 قرص,GAROPRIDE 50 MG 30 TAB,جاروبريد اقراص 3شريط 30جنيه
1854,هيموجيت 50 مجم / 5 مل شراب 100 مل,HAEMOJET 50 MG/5ML SYRUP 100 ML,هيموجيت شراب-سعرجديد
639,اتور 10 مجم 7 قرص,ATOR 10 MG 7 TAB,اتور 10 مجم اقراص (س ج
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان32/12.5بلس
268,سيمباتكس 30 مجم 30 كبسول,CYMBATEX 30 MG 30 CAP,سيمباتكس 30 مجم 30كبسول سعر ج
323,كتافلام 75 مجم / 3 مل 6 امبول,CATAFLAM 75 MG/3 ML 6 AMP.,كتافلام 75 مجم 6 امبولة
1337,اكوا بلس شراب 100 مل,AQUA PLUS SYRUP 100 ML,اكوا بلس شراب 100 مل ج
6833,املوديبين 5 مجم 30 قرص,AMLODIPINE 5 MG 30 TAB,املوديبين5مجم ق/العامرية
2793,دولسيل 3 مجم 30 قرص,DOLCYL 3 MG 30 TAB,دولسيل 3مجم 3شريط
977,الكابريس 10 مجم 30 قرص,ALKAPRESS 10 MG 30 TAB,الكابرس10مجم 30قرص الكان س ج
762,اوتريفين بيبي سالين نقط أنف 15 مل,OTRIVIN BABY SALINE NASAL DROP 15 ML,اوتروفين* بيبى سالين/س ج
313,تلفاست 120 مجم 20 قرص,TELFAST 120 MG 20 TAB,تلفاست 120 مل اقراص
357,ديامونركتا 5 مجم 30 قرص,DIAMONRECTA 5 MG 30 TAB,ديامونركتا 5 مجم اقراص
2470,وينديبين 5 مجم 30 قرص,WINDIPINE 5 MG 30 TAB,ويندبين 5مجم 30قرص افنتس
232,اوكتاترون 30 كبسول,OCTATRON 30 CAP,اوكتاترون جديد
712,نيوروباتكس 600 مجم 20 كبسول,NEUROPATEX 600 MG 20 CAP,نيوروباتكس س ج
383,فياجرا 50 مجم 4 اقراص,VIAGRA 50 MG 4 TAB,فياجرا 50مجم شريط فايزر(س ج
2570,سيلوكينزوك 200 مجم 28 قرص ممتد المفعول,SELOKENZOC S.R 200 MG 28 TAB,سيلوكينزوك 200 مجم 28 قرص103جنيه
323,كتافلام 75 مجم / 3 مل 6 امبول,CATAFLAM 75 MG/3 ML 6 AMP.,كتافلام 75مجم 6امبول
232,اوكتاترون 30 كبسول,OCTATRON 30 CAP,اوكتاترون كبسول 3 شررريط
294,دلتافيت ب12 - 1 مجم 30 قرص تحت اللسان,DELTAVIT B12 1000 MCG 30 SUBLINGUAL TAB,دلتافيت ب اقراص
2599,انتوكس 30 قرص,ANTOX 30 TAB,انتوكس 30قرص
941,اوركاديكسولين قطرة عين 5 مل,ORCHADEXOLINE EYE DROPS 5 ML,اوركاديكسولين نقط
1721,جليسرين - فاركو 5 اقماع للاطفال,GLYCERIN INFANTILE -PHARCO 5 SUPP.,جلسرين-(رضع) 5 لبوسة*فاركو #
924,دانتريلاكس مركب 30 كبسولة,DANTRELAX COMPOUND 30 CAP,دانتريلاكس مركب 30 كبسولة
1675,ادويفلام 75مجم/3مل 6 امبول,ADWIFLAM 75 MG/3 ML 6 AMP.,ادويفلام -6امبول
1889,لاكريتيرز قطرة عين 15 مل,LACRITEARS 0.5% EYE DROPS 15 ML,لاكريتيرز قطره 15مل 31.5ج
927,نيفيلوب 2.5 مجم 14 قرص,NEVILOB 2.50 MG 14 TAB,نيفيلوب 2.5 مجم اقراص ماركيرل س ج
2078,انكونت ال ايه 4 مجم 30 قرص,INCONT L.A 4 MG 30 TAB,انكونت 4مل 30 قرص
230,باي-بروفينيد 150 مجم 20 قرص,BI PROFENID S.R 150 MG 20 TAB,باى بروفينيد اقراص س.ق
377,اتوريزا 10/10 مجم 28 قرص,ATOREZA 10 MG/10 28 TAB,اتوريزا 10/10مجم 2شريط/ماركريل
22,ديبوفيت بي12 - 1000 مكجم / مل 5 امبول,DEPOVIT B12 1000 MCG/ML I.M 5 AMP.,ديبوفيت سعر جديد 45ج
1720,توسيستوب شراب 100 مل,TUSSISTOP 30 MG/5ML SYRUP 100 ML,توسيستوب شراب سعر جديد
1408,يوريبان 5 مجم 30 قرص,URIPAN 5 MG 30 TAB,يوريبان 5 مجم 30 قرص
154,زيثروكان 500 مجم 3 كبسولة,ZITHROKAN 500 MG 3 CAP,زيثروكان كبسول قديييم
1326,تورسيريتك 100مجم 30 قرص,TORSERETIC 100 MG 30 TAB,تورسيتوريتك100مجم اقراص
36,كونفنتين 300 مجم 30 كبسولة,CONVENTIN 300 MG 30 CAP,كونفنتين 300مجم 30كبسول س جديد
2068,سلفستر 1 20 كبسول,SYLVESTRE-1 20 CAP,سيلفستر كبسول سعر40ج
1181,تراى بى 6 امبول,TRI-B I.M. 3 DOUBLE AMP.,تراى بى امبول س/ج
1279,سايميدل شراب مستحلب 120 مل,SIMEDILL EMULSION 120 ML,سايميدل شراب سعر قديم
1260,كوردارون 200 مجم 30 قرص,CORDARONE 200 MG 30 TAB,كوردارون 200 ق س ج/افنتس
176,سليبريكس 200 مجم 15 كبسولة,CELEBREX 200 MG 15 CAP,سيليبركس 200مجم 15كبسول س ج**
1905,جاروبرايد 50 مجم 30 قرص,GAROPRIDE 50 MG 30 TAB,جاروبرايد50مجم اقراص/ايفا
874,اتاكاند 8 مجم 14 قرص,ATACAND 8 MG 14 TAB,اتاكاند 8 مجم اقراص/استرازينكا
2429,الليربان 1مجم/5مل شراب 100 مل,ALLERBAN 1MG/5ML SYRUP 100 ML,الليربان شراب ج
1303,نوستامين قطرة 15 مل,NOSTAMINE EYE/NOSE DROP 15 ML,نوستامين نقط سعر جديد
2132,كولوماك محلول موضعى 10 مل,COLLOMAK SOUTION 10 ML,كاللوماك مس
1067,دانتريلاكس 25 مجم 30 كبسولة,DANTRELAX 25 MG 30 CAP,دانتريلاكس 25 مجم كيميفارم س ج
2450,دولسيل 6 مجم 30 قرص,DOLCYL 6 MG 30 TAB,دولسيل 6جم 3 شريط س.ج
330,باوريكتا 20 مجم 4 قرص,POWERECTA 20 MG 4 TAB,باوريكتا 20قرص 4قرص
4700,افازير قطرة عين 10 مل,AVAZIR 0.3% EYE DROPS 10 ML,افازير قطرة عين س.ج
330,باوريكتا 20 مجم 4 قرص,POWERECTA 20 MG 4 TAB,باور كتا 4قرص
500,نورفاسك 5 مجم 30 قرص,NORVASC 5 MG 30 TAB,نورفاسك 5م-30قرص/97.5جنيه
176,سليبريكس 200 مجم 15 كبسولة,CELEBREX 200 MG 15 CAP,سليبريكس 200 مجم 15 ك
869,ديكساتوبرين 5 مللى قطرة,DEXATOBRIN EYE DROPS 5 ML,ديكساتوبرين نقط عين
2473,اليكاسال مرهم 30 جم,ELICASAL TOPICAL OINT. 30 GM,اليكاسال مرهم 30 جرام / س ج
4403,دوزين 1 مجم 20 قرص,DOSIN 1 MG 20 TAB,دوزين 1 مجم
1574,ميتاكارديا ام آر 35 مجم 30 قرص,METACARDIA MR 35 MG 30 TAB,ميتاكارديا *ام ار اقراص
112,بانتولوك 40 مجم 14 قرص,PANTOLOC 40 MG 14 TAB,بانتولوك 40 -14اقراص س.ج
2482,ابيكسيدون 1مجم/مل شراب 100 مل,APEXIDONE 1MG/ML SYRUP 100 ML,ابيكسيدون شراب س ج /ابيكس
357,ديامونركتا 5 مجم 30 قرص,DIAMONRECTA 5 MG 30 TAB,ديامونريكتا 5م اقراص187.5جنيه
3517,زنكوديرم كريم 50 جم,ZINCODERM CREAM 50 GM,زنكوديرم كريم س ج
481,جليبتس بلس 50/850 مجم 30 قرص,GLIPTUS PLUS 50/850 MG 30 TAB,جليبتس بلس 50/850 مج30 قرص/س ج
268,سيمباتكس 30 مجم 30 كبسول,CYMBATEX 30 MG 30 CAP,سيمباتكس 30م
990,تورسيريتك 20 مجم 30 قرص,TORSERETIC 20 MG 30 TAB,تورسيرتيك 20مجم 30قرص
3640,سيكودال 3 مجم 30 قرص,PSYCHODAL 3 MG 30 TAB,سيكودال 3 مجم اقراص10
1312,موزابرايد 5 مجم 30 قرص,MOSAPRIDE 5 MG 30 TAB,موزابريد 5 م/3شريط/54جنيه
1469,شوجارلو بلس 50/1000 مجم 30 قرص,SUGARLO PLUS 50 / 1000 MG 30 TAB,شوجارلو بلس 50/1000 مجم اقراص
1466,ميلوكين 4 % كريم 20 جم,MELOQUIN 4%CREAM 20 GM,ميلوكين كريم .
4957,توبمود 50 مجم 30 كبسولة,TOPMODE 50 MG 30 CAP,توبمود 50مجم كبسول
1240,ايمباكوزا 10 مجم 30 قرص,EMPACOZA 10 MG 30 TAB,امباكوزا 10مجم 180ج
2506,ريموواكس نقط للاذن 15 مل,REMOWAX EAR DROPS 15 ML,ريمو واكس 5% نقط للاذن 15مل س ج/هاى فارم
992,بليتال 100 مجم 20 قرص,PLETAAL 100 MG 20 TAB,بليتال 100 مجم اقراص دولاب
147,فيروترون 30 كبسول,FERROTRON 30 CAP,فيروترون كبسول /س ج
2155,ابيكوتيل 20 مجم 10 قرص,EPICOTIL 20 MG 10 TAB,ابيكوتيل 20 - 10قرص
1092,فوميبريك 10/10 مجم 30 قرص ممتد المفعول,VOMIBREAK 10 MG 30 TAB,فومبريك30ق س.ج
4305,رينكس 0.1% نقط أنف للكبار 10 مل,RHINEX ADULT 0.1% NASAL DROPS 10 ML,رينكس كبار
477,جستيكول 20 مجم 14 قرص,JUSTECHOL 20 MG 14 TAB,جاست كول20مم14قرص
1072,ليفوهيستام 5 مجم 30 قرص,LEVOHISTAM 5 MG 30 TAB,ليفوهيستام 5مجم 30قرص س * ج
1279,سايميدل شراب مستحلب 120 مل,SIMEDILL EMULSION 120 ML,سايميدل شراب س.ج
121,كولوفيرين دى 30 قرص,COLOVERIN-D 30 TAB,كولوفرين دى 30 قرص سعر ج
550,اكتينون 2 مجم 20 قرص,ACHTENON 2 MG 20 TAB,اكتينون 20 قرص س ج
3797,ابل-لايت 30 قرص,APPLE LITE 30 TAB,ابل-لايت 30 كبسوله .
775,دوكسيرازول 60 مجم 14 كبسول,DOXIRAZOL 60 MG 14 CAP,دوكسى رازول 60مجم 14 ق*/س ج
9390,بولي فريش اكسترا قطرة عين احادي الجرعة 30 * 0.4 مل,POLYFRESH EXTRA DROPS 30*0.4ML SDU,بولى فريش اكسترا قطره س.ج 85
1575,هيلسيك 40 مجم 14 كبسولة,HEALSEC 40 MG 14 CAP,هيلسك 40 مم 14 كبسولة س.ج*
2662,فلدين 20 مجم 10 قرص قابل للذوبان,FELDENE DISPERS 20 MG 10 TAB,فلدين 20 مجم اقراص سريعة الذوبان س * ج
1261,الفانوفا 0.15% قطرة عين 5 مل,ALPHANOVA 0.15% EYE DROPS 5 ML,الفا نوفا عادى
15,فيروجلوبين 30 كبسول,FEROGLOBIN 30 CAP,فيروجلوبين بى12_30 كبسوله
1326,تورسيريتك 100مجم 30 قرص,TORSERETIC 100 MG 30 TAB,تورسيريتك 100 مجم 30 قرص#
2128,بيوتين فورت 5 مجم 60 كبسولة,BIOTIN FORTE 5 MG 60 CAP,بيوتين فورت كبسول جدييييد 48
2529,كاردورا 1 مجم 21 قرص,CARDURA 1 MG 21 TAB,كاردورا 1 مجم اقراص س.ج
22,ديبوفيت بي12 - 1000 مكجم / مل 5 امبول,DEPOVIT B12 1000 MCG/ML I.M 5 AMP.,ديبوفيت 5امبولة سعر جديد
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,دايجيست ايزى س جديد ركزز
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,ديجست ايز سعر جديد
377,اتوريزا 10/10 مجم 28 قرص,ATOREZA 10 MG/10 28 TAB,اتوريزا 10/10 مجم 2 شريط/س ج
3957,كيريلا مرهم 15 جم,KERELLA OINT. 15 GM,كيريلا مرهم 15جم
1036,إندرال 10 مجم 50 قرص,INDERAL 10 MG 50 TAB,اندرال 10مج 50ق/استرازينيكا
422,تافاسين 750 مجم 5 قرص,TAVACIN 750 MG 5 TAB,تافاسين 750 اقرص س ج
320,ميوكوستا 100 مجم 20 قرص,MUCOSTA 100 MG 20 TAB,ميوكوستا 100مجم قديم
1179,دلتارينو بخاخ بالأنف 15 مل,DELTARHINO NASAL SPRAY 15 ML,دلتارينو نقط س.ج@
73,تافانيك 500 محم 5 قرص,TAVANIC 500 MG 5 TAB,TAVANIC 500 MG 5 TAB
2441,دوجماتيل فورت 200 مجم 10 قرص,DOGMATIL FORT 200 MG 10 CAP,دوجماتيل فورت اقراص
213,اماريل 4 مجم 30 قرص,AMARYL 4 MG 30 TAB,اماريل4مجم سعر69
257,دانست 8 مجم / 4 مل 3 امبول,DANSET 8 MG/4 ML 3 AMP.,دانست 8 مل 3 امبولة سعر 142.5
112,بانتولوك 40 مجم 14 قرص,PANTOLOC 40 MG 14 TAB,بانتولوك 40 مجم 14قرص س/ج
1073,بريمبران 10 مجم / 2 مل 12 امبول,PRIMPERAN 10 MG/2 ML 12 AMP.,بريمبران 12 امبول31.50ج
209,دانست 4 مجم / 2 مل 3 امبول,DANSET 4 MG/2 ML 3 AMP.,دانسيت (4مج/2مل) 3امبول س ج/ادويا
1243,فورتيموكس 5 مجم / مل قطرة عين 10 مل,FORTYMOX 0.5%EYE DROP 10 ML,فورتيموكس قطرة عين 10 مل
2104,ديفلوستيرو 0.05 % قطرة عين 5 مل,DIFLUSTERO 0.05% EYE EMULSION 5 ML,ديفليفيسترو نقط عين
2570,سيلوكينزوك 200 مجم 28 قرص ممتد المفعول,SELOKENZOC S.R 200 MG 28 TAB,سيلوكينزوك 200مجم ق
977,الكابريس 10 مجم 30 قرص,ALKAPRESS 10 MG 30 TAB,الكابريس 10مجم 30قرص س.ج
1134,تيرز جارد 0.3% قطرة عين 15 مل,TEARS GUARD 0.3% EYE DROPS 15 ML,تيرز جارد سعر 19ج
2520,ريسباتيو 20 مجم 20 قرص,RESPATIO 20 MG 20 TAB,ريسباتيو20 قرص
117,بيتولفكس 1مجم/مل 2 امبول عضل,BETOLVEX 1 MG/ML 2 AMP,BETOLVEX AMP. 1 MG /ML 2 1 ML
52,دوفاستون 10 مجم 60 قرص,DUPHASTON 10 MG 60 TAB,دوفاستون اقراص سعر قديم
1861,نيرهاسيلدا 75 مجم 8 فيلم سريع الذوبان بالفم,NERHASILDA 75 MG 8 O.D.F,نيرهاسيلدا 75مجرام8شرايح
1385,روسيتور 20 مجم 14 قرص,ROSITOR 20 MG 14 TAB,روسيتور 20مجم
3183,الوكيتا دى اس شامبو 250 مل,ALOEKITA DS DA SHAMPOO 250 ML,شامبو الوكيتا دى اس
202,جابتن 300 مجم 30 كبسولة,GAPTIN 300 MG 30 CAP,جابتين 300 مجم س-ج
2078,انكونت ال ايه 4 مجم 30 قرص,INCONT L.A 4 MG 30 TAB,انكونت ال ايه 4مج 30ق س ج/ادويا
1474,البافيت بالحديد شراب 60 مل,ELBAVIT SYRUP IRON 60 ML,البافيت حديد شراب 60مل س ج
2517,البافيت كالسيوم شراب 60 مل,ELBAVIT WITH CALCIUM SYRUP 60 ML,البافيت شراب كالسيوم/س ج
2068,سلفستر 1 20 كبسول,SYLVESTRE-1 20 CAP,سيلفستر وان 20 كبسولة سعر ج
701,برافاماكس 200 مجم 10 قرص,BRAVAMAX 200 MG 10 TAB,برافاماكس200مجم اقراص
111,ديمرا 20 قرص,DIMRA 20 TAB,ديمرا اقراص 2 شريط/ س ج
1701,داونوبرازول 20/1100 مجم 14 كبسول,DOWNOPRAZOL 20MG/110 MG 14 CAP,داونوبرازول 20مجم
2279,ماء غريب بامبينو شراب 120 مل,GRIPE WATER BAMBIN SYRUP 120 ML,ماء غريب بامبينو 40ج
1079,دابوكستارد 60 مجم 3 قرص,DAPOXTARD 60 MG 3 TAB,دابوكستارد 1 شريط39جنيه
1675,ادويفلام 75مجم/3مل 6 امبول,ADWIFLAM 75 MG/3 ML 6 AMP.,ادويفلام 6امبول /ادويا
483,لوسترال 50 مجم 20 قرص,LUSTRAL 50 MG 20 TAB,لوسترال 2 شريط/ سعرجديد
1003,فيلدافورمين 50 / 1000 مجم 30 قرص,VILDAFORMIN 50MG/1000 MG 30 TAB,فيلدافورمين50 1000مجم اقراص
2375,ماريفان 3 مجم 100 قرص,MAREVAN 3 MG 100 TAB,ماريفان 3 مجم 100 قرص س.019
4213,اليفو 5 مجم 20 قرص,ALLEVO 5 MG 20 TAB,اليفو اقراص 52جنيه
4322,سيتابرونكس 20 مجم 14 قرص,CITAPRONEX 20 MG 14 TAB,سيتابرونكس 20 اقراص س/ج
692,دولفين 12.5 مجم 10 أقماع,DOLPHIN 12.5 MG 10 SUPP.,دولفين 12.5 مجم 10 لبوسة جديدد
977,الكابريس 10 مجم 30 قرص,ALKAPRESS 10 MG 30 TAB,الكابرس 10 مجم
712,نيوروباتكس 600 مجم 20 كبسول,NEUROPATEX 600 MG 20 CAP,نيوروباتكس
2250,تريتاس بروتكت 10 مجم 20 قرص,TRITACE PROTECT 10 MG 20 TAB,تريتاس بروتكت 10مج 20قرص
1452,ال-كارنيتين بلس 20 قرص,L-CARNITINE PLUS 20 TAB,ال كارنتين بلاس س ج/ميباكو
1072,ليفوهيستام 5 مجم 30 قرص,LEVOHISTAM 5 MG 30 TAB,LEVOHISTAM 5 MG 30 TAB
4115,كروميوم - ميباكو 20 كبسول,CHROMIUM 20 CAP,كروميوم كبسول ميباكو س ج
116,جليبتس بلس 50/1000 مجم 30 قرص,GLIPTUS PLUS 50/1000 MG 30 TAB,جليبتس1000مجم بلس
